"","Analyte1","Analyte2","interaction_coeff","Pval","FDRadjPval","rsquared"
"MAN2C1__V__QI5972","MAN2C1","QI5972",0.0835190823979331,2.52659055412154e-05,0.0350158413061111,0.175025263691593
"CTSH__V__QI7029","CTSH","QI7029",0.0835754385182576,3.91357466680006e-05,0.0427259008990658,0.129363730153626
"GPER__V__QI5972","GPER","QI5972",0.0836002085464403,3.30554306529419e-05,0.0395823601543172,0.167429852723019
"MRPL54__V__QI9128","MRPL54","QI9128",0.083749578124283,5.37849051884911e-05,0.0492635216274161,0.146772002730443
"ITGAM__V__TF16.2","ITGAM","TF16.2",0.0837730998823653,5.54781951758706e-05,0.0499523032086304,0.155942833528102
"SLITRK4__V__TF25.2","SLITRK4","TF25.2",0.0837744510791685,2.88586045471355e-05,0.0373326833669843,0.100471706994981
"HLA.DOA__V__QI9128","HLA.DOA","QI9128",0.0837899812548846,3.36833578927525e-05,0.0399036861365116,0.146431488671515
"C17orf61__V__QI9128","C17orf61","QI9128",0.0839324800158899,3.7287771733277e-05,0.0418701496974727,0.147045034083743
"HNRNPL__V__QI9128","HNRNPL","QI9128",0.0839580044303436,2.99622080163971e-05,0.037925436913127,0.144432883632909
"SGSH__V__TF16.2","SGSH","TF16.2",0.083998380818599,3.81138679822196e-05,0.0422168892678673,0.150499753886405
"C16orf61__V__QI8347","C16orf61","QI8347",0.0840004316698516,3.14557435008914e-05,0.0386912058094882,0.100489334803756
"TIGA1__V__QI11631","TIGA1","QI11631",0.084242219727174,9.2976436763606e-06,0.0221946990314538,0.127031025595977
"TSNAX__V__TF16.2","TSNAX","TF16.2",0.084614926689585,3.81152331866884e-05,0.0422168892678673,0.155389735544907
"SYT11__V__TF16.2","SYT11","TF16.2",0.084627920938761,3.68846512169246e-05,0.0416870087031916,0.157452387964979
"TMEM156__V__QI9128","TMEM156","QI9128",0.0849177847408386,3.34290849947986e-05,0.0397852313988027,0.146842309390004
"PGRMC1__V__TF16.2","PGRMC1","TF16.2",0.0850095848482913,2.80521100990414e-06,0.0125130448263186,0.159191886759605
"PEPD__V__TF25.2","PEPD","TF25.2",0.0851007066778672,4.49651553300485e-05,0.0455675875834992,0.102018960996098
"EIF2A__V__QI9128","EIF2A","QI9128",0.0851184566783169,3.22480922319535e-05,0.0390582175031066,0.148069825342324
"MPO__V__QI16120","MPO","QI16120",0.0851236940090883,3.27109509115507e-05,0.0393773165313773,0.100089679299794
"SYVN1__V__TF25.2","SYVN1","TF25.2",0.0851392927693951,2.48956622393769e-05,0.0347717104609929,0.10283220928022
"KRTCAP2__V__TF15.2","KRTCAP2","TF15.2",0.0851579973080859,1.60886474679686e-05,0.0284822762845244,0.105453630967916
"UQCRC1__V__QI7029","UQCRC1","QI7029",0.085280914753337,1.19036064658604e-05,0.0248400546405272,0.13589175666227
"CCT8__V__QI4564","CCT8","QI4564",0.0856640248405846,3.32044812612661e-05,0.0396657800275498,0.113843117263228
"SLC36A1__V__TF16.2","SLC36A1","TF16.2",0.0856761852975888,5.2378036601016e-05,0.0487266236478639,0.153857023506883
"ZNF615__V__QI11631","ZNF615","QI11631",0.0857088700444829,3.79511291499292e-05,0.042159174717708,0.120100687547505
"BLM__V__QI11631","BLM","QI11631",0.0857579605206775,4.82238644911212e-05,0.0469546865922623,0.11777597879125
"TTC5__V__TF17","TTC5","TF17",0.0858226809521352,2.77473436614086e-05,0.0366628570488832,0.196281550390167
"ZNF395__V__QI9483","ZNF395","QI9483",0.0858598955654738,3.91860003655304e-05,0.0427382340647721,0.124524891022806
"STAT3__V__TF16.2","STAT3","TF16.2",0.0859350863265321,1.56991753553971e-05,0.0281509350810561,0.156452814669253
"RPGRIP1__V__TF16.2","RPGRIP1","TF16.2",0.0859393414597597,5.44221325342997e-05,0.0495556392383547,0.155758927670534
"ING3__V__TF17","ING3","TF17",0.0859874011654757,4.08850398826821e-05,0.0436428120018224,0.193122195363963
"USP14__V__QI9128","USP14","QI9128",0.0860393111937192,4.24226889827696e-05,0.0443574771784267,0.147525828569523
"FAM174A__V__TF16.2","FAM174A","TF16.2",0.0860409262682962,2.42555626916364e-05,0.0343932515830869,0.155451649824281
"RNF19A__V__QI9128","RNF19A","QI9128",0.0861872638604223,1.52889087336395e-05,0.0278421960244913,0.150962151769273
"ZRANB2__V__TF02","ZRANB2","TF02",0.0863332883848083,1.09623776051148e-05,0.023914714602268,0.113644495621463
"BOLA2__V__QI9128","BOLA2","QI9128",0.0864053951528784,4.56215186087687e-05,0.0458551951865205,0.147252365425732
"EEF2__V__QI7029","EEF2","QI7029",0.0864300061018856,3.80647210914818e-05,0.0421997422583999,0.13035296396403
"VPS41__V__QI9128","VPS41","QI9128",0.0864335862960171,3.95461058744837e-05,0.0429336999088684,0.14519293521221
"ATG12__V__QI5972","ATG12","QI5972",0.0864870321460527,3.35962423960129e-05,0.039887941785135,0.174194027626877
"CHI3L2__V__QI8347","CHI3L2","QI8347",0.08674306038645,2.0524596329784e-05,0.0318583582507792,0.107716467935844
"EIF4B__V__QI11631","EIF4B","QI11631",0.0868219740582915,2.07837957664593e-06,0.0108573143068312,0.137628139744968
"E2F3__V__TF16.2","E2F3","TF16.2",0.0868379550884509,1.72614684019452e-05,0.0292500134786288,0.156010043515392
"LQK1__V__QI5972","LQK1","QI5972",0.086920867618137,2.98418584281849e-05,0.0378566349270203,0.172043106958962
"LOC645431__V__QI9128","LOC645431","QI9128",0.0870225066879814,4.24782303458838e-05,0.0443680742046564,0.138303259628708
"VAMP8__V__QI9128","VAMP8","QI9128",0.0870991713489345,4.61013555484779e-05,0.0460722429287305,0.14713830966042
"LOC100130229__V__TF02","LOC100130229","TF02",0.0871700127170423,5.14000108919837e-06,0.0166896084746378,0.116347958762727
"MRPL21__V__QI11631","MRPL21","QI11631",0.0874726662334468,3.3275488477032e-05,0.0397001818299515,0.121093751241779
"BCL11A__V__QI9128","BCL11A","QI9128",0.0874800804172424,1.6083764871288e-05,0.0284814531753355,0.149502302861797
"HNRNPH2__V__TF16.2","HNRNPH2","TF16.2",0.0876034992459079,4.32605911970048e-05,0.0447517274940751,0.15211434328235
"BRI3BP__V__QI9128","BRI3BP","QI9128",0.0876666614851749,2.82523410891955e-05,0.0369611927311893,0.14401209714951
"SPAG7__V__QI11631","SPAG7","QI11631",0.0877207065991799,1.51238837599554e-05,0.027706460251972,0.122769205903308
"DPEP3__V__TF16.2","DPEP3","TF16.2",0.0877321985499543,5.05182194942071e-06,0.016582785448941,0.154078228616817
"C2orf89__V__QI9483","C2orf89","QI9483",0.0877413027076747,1.99712376736981e-05,0.0314856192261615,0.127210807546559
"CACNA2D3__V__TF16.2","CACNA2D3","TF16.2",0.0877640905301838,5.10663861902151e-05,0.0482419705104872,0.149684943527856
"DPH5__V__QI11631","DPH5","QI11631",0.0878235781911297,1.77436098460747e-06,0.0101062131785549,0.133470005910219
"PUS7L__V__QI11631","PUS7L","QI11631",0.0879398532519398,5.33678855623468e-05,0.0490905815686948,0.116191919988852
"ADCK2__V__QI11631","ADCK2","QI11631",0.088221185233861,4.06325383403162e-05,0.0434823979631154,0.120793149427999
"SLC25A29__V__QI5972","SLC25A29","QI5972",0.0883202266948416,1.57815401023488e-05,0.028218874174032,0.174812926831369
"RINL__V__QI9128","RINL","QI9128",0.0884469367310875,1.88891955433809e-05,0.0305912640484524,0.153496138034467
"RYK__V__TF17","RYK","TF17",0.0886601482331189,4.45240984481397e-05,0.0453346771411114,0.192161677400048
"CAB39__V__TF16.2","CAB39","TF16.2",0.0889524138752304,1.91403992179176e-05,0.0308005176935522,0.164497246383581
"MANSC1__V__TF16.2","MANSC1","TF16.2",0.0889912713455923,5.19026202514486e-05,0.048548699139614,0.152372799061927
"LOC100129086__V__TF16.2","LOC100129086","TF16.2",0.0891224000080189,4.77123835378961e-05,0.0467663103827702,0.151814436120703
"FAM107B__V__TF02","FAM107B","TF02",0.0892302313430371,2.22322535314622e-05,0.0331060395743308,0.10671701725178
"LOC283267__V__TF16.2","LOC283267","TF16.2",0.0892807117245638,3.67670395795896e-05,0.0416268819912682,0.154066082174555
"CSGALNACT1__V__TF16.2","CSGALNACT1","TF16.2",0.089314258628649,4.7952920755708e-05,0.0468257734478863,0.149717428091007
"BCL11A__V__QI8347","BCL11A","QI8347",0.0894229447830104,8.00247726541767e-06,0.0207945260487495,0.109817868912635
"PRDM1__V__QI9128","PRDM1","QI9128",0.089442717346605,3.00720369130577e-05,0.0379835873433752,0.150232696764415
"RPS3__V__QI7029","RPS3","QI7029",0.0896271955683172,3.78774594355991e-05,0.0421395061706213,0.131152978106602
"CD86__V__TF16.2","CD86","TF16.2",0.0898390651993028,2.78133481068725e-05,0.0366937227986477,0.154911724996876
"LOC401152__V__QI9128","LOC401152","QI9128",0.0898852055332955,1.4464220022769e-05,0.0271442942489795,0.156460571163316
"LOC151162__V__TF25.2","LOC151162","TF25.2",0.0898969898694751,1.90154092568162e-05,0.0307101485301514,0.106340944880271
"SWAP70__V__QI5704","SWAP70","QI5704",0.0900418944487714,5.49723511211083e-05,0.0497924236327674,0.119832304652089
"ZNF763__V__QI5972","ZNF763","QI5972",0.0904333561459235,4.97603417225391e-05,0.0477141115499717,0.17060232454727
"KCNK6__V__QI9128","KCNK6","QI9128",0.0906316436129044,5.53163976802171e-05,0.049905117847546,0.143318860551631
"USF1__V__TF16.2","USF1","TF16.2",0.090747616816791,4.21279981943512e-05,0.0442141672689017,0.149745871277428
"C9orf106__V__QI9128","C9orf106","QI9128",0.0909204307219835,5.39948356596071e-05,0.0493469949436206,0.14146424536234
"ATG12__V__QI9128","ATG12","QI9128",0.0912667141395154,5.46354734764297e-05,0.0496437137558964,0.152467154820358
"LOC442582__V__QI9128","LOC442582","QI9128",0.0916941746102396,3.36179467632451e-05,0.039887941785135,0.142372114767258
"ALKBH7__V__QI7029","ALKBH7","QI7029",0.0917249063662979,4.24274922359526e-05,0.0443574771784267,0.128823871553447
"SLC27A1__V__QI5972","SLC27A1","QI5972",0.0917512479522099,2.40729416928254e-05,0.0342901733396183,0.170882647393649
"TWSG1__V__TF16.2","TWSG1","TF16.2",0.091858401184261,3.47679830787544e-05,0.0405354637847678,0.153678201184384
"PRR11__V__TF17","PRR11","TF17",0.0920644380476427,4.64569832293926e-05,0.0462426103483688,0.194258628451603
"EEF2__V__QI5469","EEF2","QI5469",0.0922245182570235,4.67822558663241e-05,0.046364229179845,0.108916637851629
"ZNF395__V__TF02","ZNF395","TF02",0.0922359518307208,4.0970964506532e-05,0.0436653022596001,0.103767131510823
"C16orf67__V__QI9128","C16orf67","QI9128",0.0928643431182867,3.08121969073473e-05,0.0383644112742435,0.148555759843204
"SPNS3__V__QI9128","SPNS3","QI9128",0.0929029502935545,1.25323251269743e-05,0.0253979173560611,0.143394063862352
"IRS2__V__TF16.2","IRS2","TF16.2",0.0929153026140477,5.35791667056743e-07,0.00544296623487723,0.164167688891607
"HEATR3__V__TF16.2","HEATR3","TF16.2",0.0929869265339864,3.12387286490144e-05,0.0386042107029897,0.153597747885946
"LOC728519__V__TF16.2","LOC728519","TF16.2",0.0931457080923916,7.21378766893325e-06,0.0198856030227884,0.155278227658624
"CEP110__V__QI11631","CEP110","QI11631",0.0933628519450094,2.4069272992778e-05,0.0342890020516704,0.124592601654853
"KIAA1333__V__TF16.2","KIAA1333","TF16.2",0.0934896630355189,4.07999365536569e-05,0.0435719739451005,0.150528433727691
"ZNF217__V__TF16.2","ZNF217","TF16.2",0.0935761499215071,4.58749711228013e-06,0.0158346046313484,0.160980034019821
"ATP6V1A__V__TF16.2","ATP6V1A","TF16.2",0.093602688329272,1.85473587907579e-05,0.0303350956792921,0.163942429641182
"GPER__V__TF16.2","GPER","TF16.2",0.0937003280355767,2.30899731771221e-05,0.0336041245401205,0.147054638254874
"C3orf63__V__TF17","C3orf63","TF17",0.0937223070055059,8.00460510038739e-06,0.0207945260487495,0.199177262829239
"CXCR4__V__TF16.2","CXCR4","TF16.2",0.0937688025757389,3.61702811448816e-06,0.0142021264908842,0.161453615748843
"LOC728188__V__TF16.2","LOC728188","TF16.2",0.0937899380747034,4.01352200324117e-05,0.0432145542523958,0.154647257680847
"APP__V__TF16.2","APP","TF16.2",0.0937913656487138,1.71024664959912e-05,0.02918805564545,0.150714745400056
"SCARNA9__V__QI8347","SCARNA9","QI8347",0.093793310643749,4.17898106883784e-05,0.0440742666782309,0.101595423490688
"DNAJC30__V__QI9128","DNAJC30","QI9128",0.093977750657745,1.14066557211523e-05,0.0243719405107166,0.148760605281607
"TPST1__V__TF16.2","TPST1","TF16.2",0.0939939293825966,3.24673055253779e-06,0.0134317928852023,0.157749267836947
"IL23A__V__QI11631","IL23A","QI11631",0.0940710593543428,4.86492970113133e-05,0.0471478928178214,0.116906792227775
"RHOU__V__TF16.2","RHOU","TF16.2",0.09409550575653,8.33139583617729e-06,0.0212274168409848,0.156877144031757
"C5orf35__V__TF16.2","C5orf35","TF16.2",0.094324504582612,4.58943110890881e-05,0.0459950647563942,0.149424512838312
"IRF8__V__QI9128","IRF8","QI9128",0.0943475283157052,3.24279485394211e-05,0.0391697232678131,0.151628917998858
"TMEM188__V__TF16.2","TMEM188","TF16.2",0.0945115976189825,4.03314351746534e-05,0.0433393083393826,0.15697392719871
"ACADM__V__QI8347","ACADM","QI8347",0.0946542766142441,2.09832644349491e-05,0.0322091604153232,0.103673677387088
"BTLA__V__QI9128","BTLA","QI9128",0.0947127750778241,4.32940610531782e-05,0.0447632870605333,0.148978076702759
"PTEN__V__TF16.2","PTEN","TF16.2",0.0947305535671603,3.92091417547217e-05,0.0427524017672319,0.158156776368177
"HIST1H2AC__V__QI14345","HIST1H2AC","QI14345",0.0949948989627302,4.97359211336677e-05,0.047711567108439,0.169439752173107
"IL13RA1__V__TF16.2","IL13RA1","TF16.2",0.0949996673944248,1.66888460293731e-06,0.00980684461180916,0.166815806443867
"SNORD89__V__TF16.2","SNORD89","TF16.2",0.0950442676418311,9.94285908312954e-06,0.0228816451098988,0.155779575884521
"FAM119B__V__QI5972","FAM119B","QI5972",0.0951789938381995,5.83010848614768e-06,0.0178839158672487,0.179150555988537
"SLC46A2__V__TF16.2","SLC46A2","TF16.2",0.0952002427102296,4.03584940379713e-05,0.0433542070873096,0.155337187729953
"LOC727848__V__TF25.2","LOC727848","TF25.2",0.0952081128496169,1.57239764731291e-05,0.028157680997841,0.101984478607968
"PID1__V__TF16.2","PID1","TF16.2",0.0952284291225774,1.15798860182202e-05,0.0245245780540183,0.152629705419993
